PV(kW),Load(kW),nTraces,sol(keuro),time(sec),memAvg(MB),memPeak(MB),gpuAvg(MB),gpuPeak(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),gpuEnergy(kW),ramEnergy(kW),totEnergy(kW),country,region,cpuCount
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",63,561.85,78.55,508.6,543.35,-1,-1,9.830274161310196e-06,4.307184201892726e-06,2.6943419708145997e-05,0,1.9017893075942995e-06,2.884520901574029e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",64,561.85,79.96,514.34,550.39,-1,-1,9.560101077729464e-06,4.3071783986888544e-06,2.620291544331445e-05,0,1.8495182196299235e-06,2.805243366294437e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",65,561.85,81.53,520.24,556.96,-1,-1,9.716119696040151e-06,4.307183850991271e-06,2.6630536052915785e-05,0,1.8797067801157632e-06,2.851024283303155e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",66,561.85,83.59,525.99,561.82,-1,-1,1.1587841161308289e-05,4.307206224959448e-06,3.176062670018938e-05,0,2.241853276888529e-06,3.400247997707791e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",67,560.6,84.62,531.41,567.1,-1,-1,9.772880600314736e-06,4.30718401016801e-06,2.678611096408632e-05,0,1.8906867504119877e-06,2.867679771449831e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",68,560.6,86.31,537.05,573.67,-1,-1,1.034132407464087e-05,4.307187457486358e-06,2.834413432412677e-05,0,2.0006606976191203e-06,3.034479502174589e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",69,561.85,88.05,542.89,580.02,-1,-1,1.0751953811504246e-05,4.3071890565395805e-06,2.9469605783621476e-05,0,2.0801099141438804e-06,3.1549715697765354e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",70,561.85,89.75,550.05,587.7,-1,-1,1.0965813642103671e-05,4.3072039325753474e-06,3.0055739813380773e-05,0,2.121509909629822e-06,3.2177249723010595e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",71,560.6,91.07,556.18,593.16,-1,-1,1.0199789178489447e-05,4.307180290627586e-06,2.795620328850217e-05,0,1.97328249613444e-06,2.9929485784636605e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",72,532.08,92.77,561.51,598.17,-1,-1,1.0453680633376836e-05,4.307188684554839e-06,2.865208387374878e-05,0,2.0224016904830933e-06,3.067448556423187e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",73,532.08,94.54,567.08,605.37,-1,-1,1.0891951855809689e-05,4.307191453513719e-06,2.985332045290205e-05,0,2.1071948607762654e-06,3.196051531367832e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",74,532.08,96.18,573.61,612.4,-1,-1,1.1174100762550234e-05,4.307204931068978e-06,3.062662399477429e-05,0,2.161807616551717e-06,3.2788431611326e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",75,532.08,97.87,580.82,621.15,-1,-1,1.1381998845720292e-05,4.307195851502697e-06,3.1196466750568816e-05,0,2.20200518767039e-06,3.339847193823921e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",76,530.9,99.6,587.41,625.9,-1,-1,1.1674768242153526e-05,4.307207555976295e-06,3.1998873915937216e-05,0,2.2586782773335776e-06,3.425755219327079e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",77,530.9,101.31,593.91,634.61,-1,-1,1.1629907258482574e-05,4.30719422332964e-06,3.187594628996319e-05,0,2.249969244003296e-06,3.4125915533966486e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.5  19.1  28.   24.3  39.5  53.3  56.9 107.2 125.3
 238.1 270.6 248.8 275.7 363.7 487.3 526.5 429.3 499.7 500.  253.3 679.1
 674.5 720.9 623.9 598.1 611.3 615.8 617.1 723.4 355.6 655.9 614.4 392.2
 512.5 379.  607.6 485.5 546.3 628.3 590.9 631.5 601.3 599.9 619.4 602.9
 390.7 299.4 534.7 478.  461.  432.8 294.9 231.6 142.   96.1 103.8 138.9
 258.6 219.6  82.8  66.6  60.2  29.8  29.6  12.1  23.7  18.8  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 120.9  92.6  79.8 118.5 102.5 135.7 122.4  87.2  79.1  91.
 113.9  69.4 102.3  89.4  84.5  90.   77.  105.5 102.2  96.8 101.4  90.6
 140.2 163.9 170.8 190.1 227.1 309.9 352.8 374.7 402.3 305.8 240.6 314.3
 287.8 344.7 268.5 248.6 302.7 374.6 259.6 243.1 263.9 316.8 309.5 271.4
 320.9 282.  221.3 221.8 225.4 214.3 246.2 236.1 258.  273.6 305.6 341.
 373.5 311.4 286.9 325.3 361.9 430.4 330.2 371.1 428.4 416.4 520.  527.4
 461.6 509.1 527.9 411.5 405.8 477.5 503.1 420.6 409.  505.3 409.8 406.7
 658.6 640.3 545.3 511.2 527.2 615.8 500.8 389.  375.3 332.  292.2 216.3]",78,530.9,103.01,599.89,639.52,-1,-1,1.1657483246217372e-05,4.307207590330622e-06,3.1951503124501973e-05,0,2.255329291025797e-06,3.4206832415527774e-05,Italy,emilia-romagna,8
